alias_id,character_id,alias_text,source_dataset
400,178,Toko,onepiece_wiki
401,179,"Chaton (茶豚, Chaton?, literally meaning ""Brown Pig"")",onepiece_wiki
402,179,Tokikake,onepiece_wiki
403,180,Togare,onepiece_wiki
404,181,Tokijirō,onepiece_wiki
405,181,Tokijiro,onepiece_wiki
406,182,Tairusuton,onepiece_wiki
407,182,Tilestone,onepiece_wiki
408,183,Bonī Kaizokudan,onepiece_wiki
409,183,Bonney Pirates,onepiece_wiki
410,184,Thatch,onepiece_wiki
411,184,Satchi,onepiece_wiki
412,185,Tetsu,onepiece_wiki
413,186,Tarassa Rūkasu,onepiece_wiki
414,186,Thalassa Lucas,onepiece_wiki
415,187,Tibany,onepiece_wiki
416,187,TibbanyElizabeth,onepiece_wiki
417,187,Tibanī,onepiece_wiki
418,188,Tera,onepiece_wiki
419,189,Terry Gilteo,onepiece_wiki
420,189,Terī Giruteo,onepiece_wiki
421,190,Tenjo-Sagari,onepiece_wiki
422,190,Tenjō-Sagari,onepiece_wiki
423,191,Terry,onepiece_wiki
424,191,Terī,onepiece_wiki
425,192,"""Kurouma"" (黒馬, Kurouma?, literally meaning ""Black Horse"")",onepiece_wiki
426,192,Tensei,onepiece_wiki
427,193,Terakotta,onepiece_wiki
428,193,Terracotta,onepiece_wiki
429,194,Tegata Ringana,onepiece_wiki
430,194,Needa Hand,onepiece_wiki
431,195,Tī Yonsei,onepiece_wiki
432,195,ティー4世,onepiece_wiki
433,195,Tea IV,onepiece_wiki
434,196,Tēto,onepiece_wiki
435,196,Tate,onepiece_wiki
436,197,Taroimo,onepiece_wiki
437,198,Tarō,onepiece_wiki
438,198,Taro,onepiece_wiki
439,199,Tararan,onepiece_wiki
440,199,Taralan,onepiece_wiki
441,200,Tashigi,onepiece_wiki
442,201,Tanku Repanto,onepiece_wiki
443,201,Tank Lepanto,onepiece_wiki
444,201,Tank Lepant,onepiece_wiki
445,202,Tamagon,onepiece_wiki
446,203,Teru,onepiece_wiki
447,203,Tell,onepiece_wiki
448,204,Tarara,onepiece_wiki
449,205,Tamachibi,onepiece_wiki
450,206,Tama Tama no Mi,onepiece_wiki
451,206,Tamago,onepiece_wiki
452,207,Tansui,onepiece_wiki
453,208,OnionTamanegi,onepiece_wiki
454,208,Tamanegi,onepiece_wiki
455,209,Tama,onepiece_wiki
456,210,Take,onepiece_wiki
457,211,Takao,onepiece_wiki
458,212,Taco,onepiece_wiki
459,212,Tacos,onepiece_wiki
460,212,Takosu,onepiece_wiki
461,213,T-Bone,onepiece_wiki
462,213,Tī Bōn,onepiece_wiki
463,213,Tボーン,onepiece_wiki
464,214,Tabuhachirō,onepiece_wiki
465,214,Tabuhachiro,onepiece_wiki
466,215,Sweetpea,onepiece_wiki
467,215,Suitopī,onepiece_wiki
468,215,Sweet Pea,onepiece_wiki
469,216,Surume,onepiece_wiki
470,217,Sanberu,onepiece_wiki
471,217,Sunbell,onepiece_wiki
472,217,Sambel,onepiece_wiki
473,218,Loki Clownin,onepiece_wiki
474,218,Sukoshiba Kanishitoru,onepiece_wiki
475,218,Sukoshiba Kanishitōru,onepiece_wiki
476,219,Suke,onepiece_wiki
477,219,Suke-san,onepiece_wiki
478,220,Sureiman,onepiece_wiki
479,220,Suleiman,onepiece_wiki
480,221,Shugā,onepiece_wiki
481,221,Hobi Hobi no Mi,onepiece_wiki
482,221,Sugar,onepiece_wiki
483,222,Sugamichi and Warazane,onepiece_wiki
484,222,Sugamichi; Warazane,onepiece_wiki
485,223,Su,onepiece_wiki
486,223,Sū,onepiece_wiki
487,224,Sutyūshī,onepiece_wiki
488,224,Stussy,onepiece_wiki
489,225,Strongheart,onepiece_wiki
490,225,"Uma Uma no Mi, Model: Pegasus",onepiece_wiki
491,225,Stronger,onepiece_wiki
492,225,Sutorongā,onepiece_wiki
493,226,Stroganoff,onepiece_wiki
494,226,Sutoroganofu,onepiece_wiki
495,227,Shutoroizen,onepiece_wiki
496,227,Streusen,onepiece_wiki
497,227,Kuku Kuku no Mi,onepiece_wiki
498,228,Sutoroberī,onepiece_wiki
499,228,Strawberry,onepiece_wiki
500,229,Staybe,onepiece_wiki
501,229,Suteibī,onepiece_wiki
502,229,Stevie,onepiece_wiki
503,230,Sterry,onepiece_wiki
504,230,StellySterry,onepiece_wiki
505,230,Suterī,onepiece_wiki
506,231,Sutefan,onepiece_wiki
507,231,Stefan,onepiece_wiki
508,231,Stephen,onepiece_wiki
509,232,Sutōkā,onepiece_wiki
510,232,Stalker,onepiece_wiki
511,233,Stansen,onepiece_wiki
512,233,Sutansen,onepiece_wiki
513,234,Sukuādo,onepiece_wiki
514,234,Squard,onepiece_wiki
515,235,Spoil,onepiece_wiki
516,235,Supoiru,onepiece_wiki
517,236,Splash and Splatter,onepiece_wiki
518,236,Splash and SplattaSplash and Splatter,onepiece_wiki
519,236,Supurasshu to Supuratta,onepiece_wiki
520,237,Suterusu Burakku,onepiece_wiki
521,237,Stealth Black,onepiece_wiki
522,238,Stainless,onepiece_wiki
523,238,Sutenresu,onepiece_wiki
524,239,Sufinkusu,onepiece_wiki
525,239,Sphinx,onepiece_wiki
526,240,Supensā,onepiece_wiki
527,240,Spencer,onepiece_wiki
528,241,Speed,onepiece_wiki
529,241,Supīdo,onepiece_wiki
530,242,Supekutoru,onepiece_wiki
531,242,Spector,onepiece_wiki
532,243,Kokoa Wīdo,onepiece_wiki
533,243,Cocoa Weed,onepiece_wiki
534,244,Supandain,onepiece_wiki
535,244,Spandine,onepiece_wiki
536,245,Speed Jiru,onepiece_wiki
537,245,Speed Jil,onepiece_wiki
538,245,Supīdo Jiru,onepiece_wiki
539,246,Supandamu,onepiece_wiki
540,246,Spandam,onepiece_wiki
541,247,Spacey,onepiece_wiki
542,247,Supēshī Chūi,onepiece_wiki
543,248,Soro,onepiece_wiki
544,248,Solo,onepiece_wiki
545,248,Sōro,onepiece_wiki
546,249,Suparutan,onepiece_wiki
547,249,Spartan,onepiece_wiki
548,250,Sora,onepiece_wiki
549,251,Sora,onepiece_wiki
550,251,Sola,onepiece_wiki
551,252,Sonieh,onepiece_wiki
552,252,Sonie,onepiece_wiki
553,253,Some,onepiece_wiki
554,253,O-Some,onepiece_wiki
555,253,Osome,onepiece_wiki
556,254,Sodomu,onepiece_wiki
557,254,Sodom,onepiece_wiki
558,255,Solitaire,onepiece_wiki
559,255,Soritia,onepiece_wiki
560,256,Sunēkuman,onepiece_wiki
561,256,Snakeman,onepiece_wiki
562,257,Smooge,onepiece_wiki
563,257,Sumūji,onepiece_wiki
564,257,Smoothie,onepiece_wiki
565,257,Smoothy,onepiece_wiki
566,258,Moku Moku no Mi,onepiece_wiki
567,258,Sumōkā,onepiece_wiki
568,258,Smoker,onepiece_wiki
569,259,Smiley,onepiece_wiki
570,259,"Sara Sara no Mi, Model: Axolotl",onepiece_wiki
571,259,Sumairī,onepiece_wiki
572,260,Sleepy,onepiece_wiki
573,260,Surīpī,onepiece_wiki
574,261,Skull,onepiece_wiki
575,261,Sukaru,onepiece_wiki
576,262,Shindo,onepiece_wiki
577,262,Sind,onepiece_wiki
578,262,Synd,onepiece_wiki
579,263,Rocks Pirates,onepiece_wiki
580,263,Rokkusu Kaizokudan,onepiece_wiki
581,264,Silvers Rayleigh,onepiece_wiki
582,264,Shirubāzu Reirī,onepiece_wiki
583,265,Shishirī,onepiece_wiki
584,265,Sicily,onepiece_wiki
585,266,SharleyShirley,onepiece_wiki
586,266,Shyarly,onepiece_wiki
587,266,Shārī,onepiece_wiki
588,267,Shura,onepiece_wiki
589,268,Shū,onepiece_wiki
590,268,Shu,onepiece_wiki
591,268,Sabi Sabi no Mi,onepiece_wiki
592,269,Shojoe,onepiece_wiki
593,269,Shoujou,onepiece_wiki
594,269,Shojo,onepiece_wiki
595,269,Shōjō,onepiece_wiki
596,270,Shishirian,onepiece_wiki
597,270,Shishilian,onepiece_wiki
598,271,Suke Suke no Mi,onepiece_wiki
599,271,Shiryu,onepiece_wiki
600,271,Shiryū,onepiece_wiki
601,271,ShiryuShiliew,onepiece_wiki
602,272,"""Poseidon"" (ポセイドン, Poseidon?)",onepiece_wiki
603,272,Shirahoshi,onepiece_wiki
604,273,Saltgrill,onepiece_wiki
605,273,Shioyaki,onepiece_wiki
606,274,Shion,onepiece_wiki
607,275,Shinobu,onepiece_wiki
608,275,Juku Juku no Mi,onepiece_wiki
609,276,Shinosuke,onepiece_wiki
610,277,Shine,onepiece_wiki
611,277,Shain,onepiece_wiki
612,278,Stella Live,onepiece_wiki
613,278,Shin Detamaruka,onepiece_wiki
614,279,Staya Live,onepiece_wiki
615,279,Shin Jaiya,onepiece_wiki
616,280,"""Tonoyasu"" (トの康, Tonoyasu?)",onepiece_wiki
617,280,Shimotsuki Yasuie,onepiece_wiki
618,281,St. Shepherd Ju Peter,onepiece_wiki
619,281,Shepherd Ju Peter,onepiece_wiki
620,281,Shepādo Jū Pītā Sei,onepiece_wiki
621,282,Shimotsuki Kozaburo,onepiece_wiki
622,282,Shimotsuki Kōzaburō,onepiece_wiki
623,283,Shimotsuki Kuina,onepiece_wiki
624,284,Shimotsuki Koshiro,onepiece_wiki
625,284,Shimotsuki Kōshirō,onepiece_wiki
626,284,Shimotsuki Koushirou,onepiece_wiki
627,284,Koushirou,onepiece_wiki
628,285,Shimotsuki Furiko,onepiece_wiki
629,286,Fuwa Fuwa no Mi,onepiece_wiki
630,286,Shiki,onepiece_wiki
631,287,Shimotsuki Ushimaru,onepiece_wiki
632,288,Sheepshead,onepiece_wiki
633,288,Shīpusuheddo,onepiece_wiki
634,289,Sharinguru,onepiece_wiki
635,289,Sharingle,onepiece_wiki
636,289,Shari Shari no Mi,onepiece_wiki
637,290,Shankusu,onepiece_wiki
638,290,Shanks,onepiece_wiki
639,291,Shandia Chief,onepiece_wiki
640,291,Shandia Shūchō,onepiece_wiki
641,292,Shimotsuki Ryuma,onepiece_wiki
642,292,Shimotsuki Ryūma,onepiece_wiki
643,293,Shanba,onepiece_wiki
